Iterations,Seconds,Score
9590000,1711228288,33,619712
9600000,1711228288,34,011738
9610000,1711228288,34,028941
9620000,1711228288,34,185088
9630000,1711228289,34,406386
9640000,1711228289,34,110602
9650000,1711228290,34,459749
9660000,1711228291,34,121608
9670000,1711228291,34,006132
9680000,1711228292,34,259682
9690000,1711228292,34,089977
9700000,1711228293,34,051554
9710000,1711228293,33,969868
9720000,1711228294,34,293692
9730000,1711228294,34,021556
9740000,1711228295,34,118802
9750000,1711228295,34,459822
9760000,1711228296,34,392549
9770000,1711228296,34,312504
9780000,1711228297,34,307041
9790000,1711228297,34,067389
9800000,1711228298,33,963990
9810000,1711228298,34,254404
9820000,1711228299,34,120336
9830000,1711228300,34,150458
9840000,1711228300,33,925933
9850000,1711228301,34,187129
9860000,1711228301,33,671654
9870000,1711228302,34,011624
9880000,1711228302,34,173316
9890000,1711228303,34,257744
9900000,1711228303,33,917891
9910000,1711228304,34,216891
9920000,1711228305,34,041823
9930000,1711228305,33,858462
9940000,1711228306,33,898647
9950000,1711228306,34,005511
9960000,1711228307,34,030400
9970000,1711228307,33,923772
9980000,1711228308,33,977179
9990000,1711228308,33,725090
10000000,1711228309,33,974649
10010000,1711228310,34,022970
